# Directed graph: ./kronecker_graph_jazz_10192.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 8192 Edges: 350466
# FromNodeId	ToNodeId
0	2
0	4
0	5
0	6
0	9
0	18
0	25
0	33
0	39
0	40
0	42
0	45
0	48
0	51
0	64
0	66
0	67
0	68
0	69
0	72
0	73
0	76
0	77
0	80
0	82
0	93
0	98
0	102
0	104
0	105
0	107
0	121
0	124
0	130
0	132
0	136
0	139
0	143
0	144
0	152
0	169
0	171
0	173
0	176
0	190
0	192
0	200
0	212
0	217
0	218
0	240
0	242
0	243
0	252
0	254
0	256
0	264
0	265
0	288
0	289
0	290
0	292
0	308
0	320
0	322
0	324
0	325
0	328
0	352
0	370
0	385
0	386
0	396
0	400
0	409
0	458
0	483
0	484
0	512
0	515
0	516
0	523
0	529
0	534
0	544
0	545
0	553
0	567
0	576
0	577
0	582
0	584
0	593
0	611
0	616
0	628
0	640
0	642
0	658
0	665
0	666
0	674
0	676
0	680
0	707
0	711
0	714
0	727
0	739
0	752
0	755
0	756
0	782
0	790
0	800
0	805
0	807
0	838
0	867
0	872
0	875
0	876
0	900
0	913
0	1024
0	1026
0	1029
0	1040
0	1041
0	1046
0	1060
0	1064
0	1065
0	1075
0	1104
0	1118
0	1120
0	1126
0	1152
0	1167
0	1168
0	1176
0	1178
0	1184
0	1185
0	1190
0	1192
0	1204
0	1227
0	1232
0	1244
0	1248
0	1254
0	1289
0	1308
0	1347
0	1366
0	1384
0	1394
0	1400
0	1417
0	1418
0	1472
0	1473
0	1509
0	1516
0	1530
0	1536
0	1543
0	1558
0	1576
0	1579
0	1601
0	1602
0	1608
0	1664
0	1668
0	1685
0	1770
0	1805
0	1811
0	1828
0	1848
0	1925
0	1926
0	1930
0	1956
0	2050
0	2056
0	2058
0	2064
0	2067
0	2072
0	2080
0	2084
0	2089
0	2091
0	2096
0	2140
0	2145
0	2177
0	2179
0	2180
0	2195
0	2205
0	2214
0	2224
0	2236
0	2249
0	2305
0	2316
0	2320
0	2321
0	2322
0	2323
0	2326
0	2337
0	2344
0	2360
0	2364
0	2368
0	2410
0	2413
0	2440
0	2450
0	2495
0	2507
0	2532
0	2545
0	2564
0	2565
0	2574
0	2580
0	2600
0	2622
0	2643
0	2657
0	2668
0	2689
0	2697
0	2710
0	2713
0	2722
0	2816
0	2818
0	2824
0	2860
0	2868
0	2928
0	2947
0	2970
0	2995
0	3000
0	3036
0	3048
0	3078
0	3089
0	3099
0	3113
0	3190
0	3200
0	3212
0	3224
0	3235
0	3248
0	3249
0	3250
0	3268
0	3304
0	3328
0	3352
0	3364
0	3409
0	3448
0	3451
0	3513
0	3520
0	3556
0	3588
0	3599
0	3601
0	3639
0	3671
0	3696
0	3716
0	3720
0	3726
0	3734
0	3752
0	3760
0	3784
0	3801
0	3899
0	3938
0	3966
0	4014
0	4032
0	4097
0	4107
0	4112
0	4118
0	4121
0	4150
0	4154
0	4161
0	4162
0	4174
0	4186
0	4194
0	4196
0	4206
0	4208
0	4209
0	4222
0	4230
0	4240
0	4241
0	4244
0	4249
0	4297
0	4304
0	4353
0	4358
0	4362
0	4377
0	4385
0	4388
0	4392
0	4397
0	4403
0	4412
0	4454
0	4464
0	4474
0	4518
0	4609
0	4615
0	4619
0	4622
0	4624
0	4627
0	4635
0	4644
0	4649
0	4661
0	4676
0	4684
0	4688
0	4736
0	4738
0	4754
0	4769
0	4770
0	4776
0	4821
0	4832
0	4840
0	4866
0	4874
0	4904
0	4923
0	4928
0	4930
0	4992
0	5001
0	5068
0	5121
0	5122
0	5130
0	5134
0	5138
0	5153
0	5158
0	5160
0	5196
0	5222
0	5226
0	5248
0	5309
0	5376
0	5377
0	5397
0	5451
0	5460
0	5520
0	5583
0	5642
0	5668
0	5698
0	5699
0	5714
0	5728
0	5794
0	5872
0	5889
0	5915
0	5928
0	5936
0	5978
0	5990
0	6040
0	6146
0	6151
0	6152
0	6165
0	6172
0	6192
0	6218
0	6224
0	6240
0	6253
0	6261
0	6269
0	6293
0	6342
0	6368
0	6384
0	6400
0	6402
0	6424
0	6428
0	6434
0	6439
0	6470
0	6529
0	6586
0	6592
0	6602
0	6682
0	6703
0	6712
0	6734
0	6801
0	6816
0	6838
0	6842
0	6869
0	6881
0	6888
0	6913
0	6914
0	6976
0	6979
0	7008
0	7012
0	7017
0	7060
0	7064
0	7160
0	7174
0	7185
0	7202
0	7214
0	7240
0	7245
0	7266
0	7267
0	7281
0	7329
0	7376
0	7434
0	7435
0	7436
0	7447
0	7455
0	7481
0	7538
0	7556
0	7594
0	7680
0	7687
0	7692
0	7741
0	7751
0	7758
0	7819
0	7820
0	7844
0	7944
0	7956
0	7978
0	8015
0	8024
0	8032
0	8054
0	8072
1	0
1	7
1	10
1	14
1	16
1	17
1	39
1	40
1	46
1	48
1	49
1	51
1	66
1	68
1	71
1	72
1	88
1	90
1	96
1	106
1	107
1	156
1	165
1	176
1	198
1	200
1	203
1	259
1	260
1	273
1	278
1	284
1	296
1	322
1	324
1	357
1	361
1	392
1	416
1	417
1	424
1	439
1	481
1	486
1	491
1	512
1	524
1	547
1	580
1	585
1	596
1	642
1	682
1	704
1	734
1	741
1	755
1	790
1	803
1	867
1	904
1	914
1	921
1	961
1	1001
1	1008
1	1026
1	1035
1	1043
1	1064
1	1066
1	1072
1	1091
1	1101
1	1135
1	1188
1	1248
1	1276
1	1280
1	1291
1	1318
1	1332
1	1347
1	1409
1	1410
1	1428
1	1455
1	1483
1	1497
1	1564
1	1572
1	1608
1	1615
1	1618
1	1625
