# Directed graph: ./kronecker_graph_jazz_128.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 128 Edges: 967
# FromNodeId	ToNodeId
0	0
0	1
0	2
0	8
0	12
0	17
0	20
0	21
0	24
0	25
0	27
0	38
0	39
0	41
0	61
0	64
0	67
0	74
0	82
0	88
0	96
0	100
0	107
0	108
0	111
0	123
1	6
1	10
1	12
1	14
1	15
1	18
1	26
1	31
1	40
1	41
1	48
1	59
1	61
1	66
1	67
1	70
1	76
1	81
1	100
1	116
1	125
2	8
2	9
2	17
2	21
2	23
2	25
2	32
2	44
2	64
2	66
2	67
2	72
2	74
2	92
2	95
3	0
3	8
3	32
3	33
3	40
3	44
3	72
3	76
3	89
3	106
4	2
4	4
4	9
4	15
4	16
4	21
4	32
4	49
4	60
4	75
4	80
4	81
4	97
4	103
4	104
4	121
5	2
5	21
5	24
5	25
5	30
5	31
5	34
5	106
6	0
6	4
6	10
6	20
6	21
6	48
6	108
7	0
7	4
7	29
7	97
8	0
8	2
8	4
8	9
8	12
8	19
8	26
8	49
8	56
8	65
8	66
8	104
8	110
8	124
9	1
9	8
9	17
9	31
9	48
9	50
9	64
9	66
9	68
9	71
9	82
9	107
10	1
10	3
10	14
10	16
10	17
10	18
10	20
10	32
10	46
10	72
10	82
10	105
10	118
11	5
11	32
11	41
11	48
11	50
11	53
11	55
11	64
11	68
11	85
11	90
11	106
12	1
12	8
12	11
12	12
12	20
12	33
12	38
12	49
12	59
12	64
12	65
12	69
12	80
12	113
13	1
13	48
13	57
13	80
13	81
13	84
14	4
14	40
14	49
14	80
14	82
15	0
15	77
15	89
15	96
16	1
16	2
16	10
16	25
16	32
16	40
16	42
16	73
16	93
16	97
16	100
16	101
16	108
17	0
17	1
17	4
17	6
17	19
17	20
17	30
17	35
17	66
17	68
17	74
17	88
17	97
17	98
17	101
17	114
18	0
18	6
18	14
18	47
18	52
18	54
18	65
18	84
18	106
19	1
19	8
19	21
19	23
19	32
19	65
20	0
20	1
20	2
20	3
20	17
20	32
20	56
20	67
20	68
20	71
20	84
20	127
21	14
21	18
21	26
21	44
21	48
21	69
21	79
22	1
22	4
22	6
22	36
22	39
22	40
22	48
22	59
22	60
22	64
22	68
22	96
22	106
22	121
23	4
23	26
23	48
23	61
24	3
24	8
24	10
24	12
24	15
24	26
24	28
24	35
24	52
24	80
24	84
24	102
24	106
24	112
24	114
25	1
25	4
25	29
25	33
25	34
25	37
25	41
25	45
25	54
25	67
26	2
26	4
26	9
26	33
26	48
26	53
26	69
26	87
26	96
27	0
27	2
27	32
27	57
27	74
27	85
27	112
28	23
28	35
28	42
28	73
28	90
28	97
28	103
29	0
29	23
29	24
29	32
29	43
29	64
30	9
30	41
30	74
30	96
30	100
30	106
31	10
31	52
31	62
31	112
32	0
32	5
32	6
32	8
32	10
32	14
32	16
32	23
32	25
32	29
32	33
32	49
32	50
32	64
32	80
32	83
32	84
32	96
33	1
33	4
33	10
33	11
33	12
33	33
33	34
33	37
33	41
33	47
33	49
33	96
34	1
34	11
34	16
34	21
34	22
34	40
34	62
34	64
34	77
34	116
34	121
35	0
35	33
35	37
35	70
35	86
35	89
35	105
36	0
36	3
36	14
36	16
36	19
36	30
36	38
36	49
36	50
36	68
36	81
36	82
36	100
36	106
36	112
37	10
37	16
37	20
37	32
37	44
37	61
37	65
37	67
37	126
38	0
38	4
38	38
39	20
39	76
40	1
40	5
40	6
40	9
40	12
40	32
40	34
40	36
40	44
40	48
40	59
40	64
40	69
40	80
40	84
40	96
41	1
41	3
41	6
41	18
41	32
41	38
41	48
41	49
41	68
42	52
42	57
42	82
42	92
42	102
42	104
42	112
43	28
43	33
43	67
43	96
43	121
44	50
44	57
44	64
44	106
45	1
45	3
45	8
45	10
45	21
46	14
46	16
46	17
46	42
46	66
46	73
46	95
46	105
47	20
47	80
47	82
47	112
48	0
48	4
48	6
48	9
48	12
48	18
48	25
48	29
48	71
48	72
48	73
48	80
48	81
48	82
48	84
48	111
49	0
49	4
49	12
49	17
49	69
49	72
49	78
49	91
49	94
49	98
49	105
49	119
50	0
50	8
50	17
50	64
50	72
50	98
50	104
50	107
50	119
51	2
51	28
51	100
52	5
52	8
52	25
52	32
52	37
52	39
52	49
52	80
52	83
52	102
53	0
53	1
53	64
53	72
53	79
53	80
54	41
55	8
55	16
55	33
