# Directed graph: ./kronecker_graph_jazz_5096.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 4096 Edges: 131260
# FromNodeId	ToNodeId
0	1
0	2
0	4
0	6
0	8
0	10
0	13
0	17
0	36
0	55
0	64
0	66
0	72
0	92
0	98
0	101
0	106
0	116
0	128
0	131
0	139
0	140
0	141
0	144
0	154
0	159
0	160
0	175
0	177
0	184
0	193
0	196
0	201
0	234
0	242
0	260
0	266
0	271
0	291
0	327
0	340
0	368
0	384
0	390
0	399
0	416
0	448
0	501
0	512
0	521
0	522
0	528
0	529
0	530
0	544
0	555
0	562
0	564
0	592
0	601
0	629
0	644
0	645
0	705
0	712
0	746
0	754
0	760
0	768
0	769
0	771
0	776
0	809
0	844
0	848
0	849
0	904
0	925
0	940
0	970
0	978
0	1009
0	1032
0	1036
0	1054
0	1062
0	1086
0	1089
0	1090
0	1092
0	1094
0	1096
0	1104
0	1113
0	1128
0	1136
0	1154
0	1165
0	1166
0	1168
0	1171
0	1174
0	1177
0	1186
0	1192
0	1199
0	1203
0	1204
0	1233
0	1245
0	1246
0	1284
0	1290
0	1310
0	1358
0	1378
0	1387
0	1401
0	1424
0	1426
0	1522
0	1536
0	1537
0	1540
0	1568
0	1569
0	1573
0	1601
0	1604
0	1626
0	1632
0	1645
0	1661
0	1713
0	1736
0	1760
0	1774
0	1784
0	1811
0	1812
0	1833
0	1852
0	1867
0	1872
0	1946
0	1977
0	2048
0	2049
0	2069
0	2073
0	2075
0	2086
0	2102
0	2130
0	2135
0	2147
0	2164
0	2183
0	2208
0	2209
0	2232
0	2257
0	2260
0	2285
0	2290
0	2298
0	2304
0	2309
0	2315
0	2348
0	2349
0	2360
0	2371
0	2386
0	2387
0	2393
0	2409
0	2413
0	2438
0	2439
0	2452
0	2515
0	2552
0	2560
0	2570
0	2585
0	2588
0	2610
0	2629
0	2660
0	2688
0	2706
0	2713
0	2715
0	2738
0	2832
0	2856
0	2865
0	2884
0	2886
0	2925
0	2960
0	2986
0	3016
0	3024
0	3073
0	3076
0	3078
0	3079
0	3099
0	3106
0	3136
0	3137
0	3152
0	3160
0	3188
0	3228
0	3241
0	3265
0	3287
0	3314
0	3352
0	3360
0	3436
0	3460
0	3470
0	3488
0	3498
0	3536
0	3592
0	3595
0	3620
0	3629
0	3664
0	3667
0	3675
0	3737
0	3760
0	3772
0	3786
0	3840
0	3852
0	3867
0	3872
0	3931
0	3963
0	3970
0	3991
0	4027
0	4069
1	0
1	4
1	10
1	16
1	22
1	36
1	50
1	52
1	64
1	90
1	96
1	112
1	113
1	133
1	136
1	149
1	171
1	193
1	205
1	217
1	238
1	256
1	272
1	286
1	290
1	318
1	321
1	356
1	370
1	384
1	403
1	408
1	425
1	429
1	448
1	480
1	512
1	517
1	535
1	542
1	556
1	560
1	579
1	580
1	583
1	624
1	634
1	648
1	682
1	770
1	778
1	818
1	821
1	864
1	904
1	915
1	1010
1	1025
1	1028
1	1031
1	1032
1	1034
1	1043
1	1047
1	1048
1	1050
1	1066
1	1081
1	1086
1	1088
1	1089
1	1091
1	1097
1	1128
1	1136
1	1165
1	1186
1	1192
1	1193
1	1282
1	1301
1	1317
1	1319
1	1328
1	1348
1	1352
1	1361
1	1365
1	1399
1	1400
1	1420
1	1536
1	1549
1	1555
1	1576
1	1596
1	1597
1	1604
1	1672
1	1689
1	1709
1	1799
1	1803
1	1821
1	1873
1	1924
1	1925
1	1926
1	2064
1	2068
1	2074
1	2077
1	2078
1	2125
1	2138
1	2176
1	2186
1	2209
1	2244
1	2310
1	2311
1	2314
1	2331
1	2368
1	2370
1	2407
1	2469
1	2472
1	2480
1	2510
1	2562
1	2569
1	2576
1	2588
1	2618
1	2634
1	2650
1	2658
1	2703
1	2708
1	2714
1	2848
1	2850
1	2863
1	2885
1	2896
1	2953
1	2984
1	2996
1	3072
1	3106
1	3113
1	3128
1	3134
1	3138
1	3141
1	3148
1	3176
1	3200
1	3202
1	3221
1	3270
1	3286
1	3302
1	3308
1	3320
1	3340
1	3369
1	3396
1	3408
1	3468
1	3585
1	3611
1	3635
1	3713
1	3717
1	3866
1	3880
2	0
2	4
2	6
2	9
2	12
2	24
2	32
2	36
2	40
2	42
2	44
2	45
2	48
2	56
2	61
2	68
2	69
2	70
2	72
2	81
2	82
2	83
2	100
2	107
2	112
2	122
2	128
2	137
2	141
2	168
2	184
2	201
2	210
2	217
2	227
2	233
2	234
2	281
2	292
2	296
2	310
2	313
2	314
2	321
2	324
2	336
2	352
2	353
2	388
2	404
2	410
2	455
2	472
2	487
2	496
2	517
2	520
2	521
2	528
2	545
2	553
2	554
2	576
2	581
2	588
2	605
2	645
2	650
2	705
2	718
2	755
2	769
2	774
2	800
2	811
2	819
2	832
2	910
2	913
2	920
2	962
2	1026
2	1036
2	1037
2	1040
2	1041
2	1052
2	1072
2	1089
2	1104
2	1126
2	1153
2	1158
2	1171
2	1185
2	1186
2	1216
2	1234
2	1248
2	1287
2	1304
2	1312
2	1317
2	1352
2	1365
2	1388
2	1410
2	1435
2	1440
2	1442
2	1446
2	1465
2	1474
2	1536
2	1545
2	1570
2	1610
2	1632
2	1656
2	1738
2	1744
2	1749
2	1762
2	1763
2	1796
2	1812
2	1821
2	1881
2	1906
2	1921
2	1950
2	1960
2	1967
2	1990
2	2009
2	2072
2	2093
2	2116
2	2125
2	2128
2	2137
2	2144
2	2176
2	2308
2	2346
2	2368
2	2372
2	2374
2	2392
2	2436
2	2566
2	2592
2	2601
2	2602
2	2608
2	2624
2	2639
2	2641
2	2650
2	2662
2	2694
2	2736
2	2744
2	2778
2	2816
2	2821
2	2824
2	2829
2	2848
2	3012
2	3059
2	3081
2	3082
2	3086
2	3148
2	3160
2	3180
2	3183
2	3185
2	3224
2	3286
2	3333
2	3393
2	3395
2	3400
2	3522
2	3527
2	3605
2	3612
2	3613
2	3748
2	3786
2	3804
2	3845
2	3846
2	3850
2	3898
2	3908
2	3914
3	4
3	13
3	24
3	26
3	64
3	70
3	90
3	112
3	138
3	178
3	188
3	205
3	232
3	237
3	276
3	281
3	295
3	312
3	323
3	382
3	390
3	437
3	465
3	472
3	498
3	516
3	521
3	524
3	598
3	642
3	648
3	653
3	656
3	673
3	744
3	792
3	801
3	803
3	804
3	819
3	834
3	898
3	1024
3	1037
3	1063
3	1147
3	1157
3	1233
3	1256
3	1344
3	1345
3	1349
3	1364
3	1425
3	1433
3	1444
3	1445
3	1483
3	1508
3	1520
3	1564
3	1570
3	1573
3	1632
3	1644
3	1705
3	1731
3	1810
3	1814
3	1868
3	1897
3	1941
3	1976
3	2055
3	2057
3	2066
3	2092
3	2117
3	2128
3	2130
3	2138
3	2168
3	2181
3	2191
3	2196
3	2204
3	2214
3	2227
3	2244
3	2254
3	2289
3	2372
3	2374
3	2384
3	2405
3	2540
3	2560
3	2565
3	2571
3	2583
3	2724
3	2726
3	2785
3	2880
3	2916
3	2920
3	2990
