# Directed graph: ./kronecker_graph_jazz_1024.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 1024 Edges: 18412
# FromNodeId	ToNodeId
0	0
0	2
0	3
0	12
0	14
0	16
0	17
0	18
0	27
0	35
0	40
0	42
0	43
0	46
0	58
0	72
0	74
0	79
0	81
0	82
0	84
0	94
0	97
0	102
0	104
0	105
0	107
0	130
0	133
0	134
0	137
0	164
0	183
0	186
0	188
0	199
0	206
0	230
0	240
0	257
0	260
0	280
0	288
0	289
0	296
0	297
0	304
0	320
0	324
0	328
0	353
0	384
0	385
0	387
0	388
0	393
0	396
0	402
0	424
0	433
0	458
0	462
0	496
0	512
0	513
0	519
0	527
0	530
0	533
0	544
0	551
0	556
0	557
0	572
0	580
0	598
0	604
0	612
0	624
0	642
0	644
0	657
0	662
0	672
0	674
0	676
0	680
0	684
0	693
0	704
0	705
0	710
0	712
0	718
0	720
0	740
0	764
0	768
0	770
0	789
0	797
0	820
0	839
0	864
0	881
0	915
0	916
0	999
1	3
1	8
1	12
1	16
1	18
1	32
1	34
1	36
1	48
1	56
1	65
1	70
1	73
1	79
1	82
1	84
1	88
1	93
1	104
1	120
1	122
1	128
1	130
1	138
1	147
1	149
1	160
1	173
1	176
1	194
1	201
1	223
1	238
1	245
1	252
1	263
1	276
1	288
1	290
1	292
1	300
1	338
1	349
1	371
1	435
1	488
1	503
1	520
1	522
1	581
1	592
1	618
1	640
1	660
1	716
1	745
1	778
1	791
1	802
1	868
1	907
1	913
1	952
1	953
1	958
1	976
1	977
1	1000
2	0
2	7
2	8
2	9
2	17
2	21
2	38
2	60
2	65
2	66
2	67
2	73
2	81
2	82
2	97
2	98
2	105
2	129
2	176
2	196
2	197
2	263
2	270
2	277
2	279
2	294
2	296
2	297
2	326
2	328
2	341
2	357
2	360
2	384
2	386
2	387
2	433
2	441
2	451
2	484
2	532
2	564
2	574
2	576
2	614
2	636
2	645
2	653
2	659
2	690
2	744
2	753
2	770
2	779
2	782
2	902
2	906
2	976
2	990
2	996
2	997
3	0
3	3
3	4
3	6
3	8
3	10
3	16
3	21
3	22
3	33
3	41
3	52
3	62
3	65
3	81
3	128
3	132
3	144
3	150
3	192
3	197
3	201
3	256
3	265
3	278
3	289
3	304
3	360
3	364
3	367
3	388
3	409
3	412
3	502
3	521
3	522
3	524
3	532
3	551
3	568
3	577
3	602
3	688
3	752
3	806
3	828
3	865
3	892
3	913
3	924
3	930
4	2
4	8
4	33
4	58
4	59
4	69
4	94
4	112
4	128
4	133
4	139
4	150
4	152
4	155
4	175
4	184
4	192
4	202
4	227
4	244
4	263
4	264
4	275
4	278
4	285
4	291
4	309
4	331
4	389
4	403
4	404
4	416
4	419
4	421
4	454
4	513
4	515
4	528
4	548
4	553
4	560
4	569
4	573
4	576
4	577
4	580
4	601
4	618
4	624
4	628
4	633
4	651
4	652
4	653
4	695
4	745
4	784
4	797
4	800
4	833
4	841
4	856
4	912
4	915
4	920
4	921
4	940
4	992
5	2
5	6
5	12
5	32
5	33
5	44
5	51
5	59
5	67
5	68
5	89
5	98
5	147
5	148
5	153
5	154
5	178
5	185
5	262
5	269
5	282
5	346
5	388
5	389
5	408
5	410
5	514
5	520
5	529
5	544
5	545
5	598
5	611
5	627
5	682
5	690
5	710
5	711
5	724
5	736
5	768
5	772
5	780
5	809
5	838
5	856
5	868
5	896
5	929
5	965
5	986
5	994
6	0
6	1
6	8
6	18
6	32
6	33
6	42
6	71
6	82
6	85
6	91
6	101
6	113
6	128
6	146
6	164
6	167
6	193
6	198
6	200
6	206
6	213
6	216
6	234
6	235
6	258
6	261
6	272
6	281
6	304
6	336
6	338
6	384
6	385
6	386
6	391
6	408
6	420
6	424
6	443
6	450
6	499
6	520
6	522
6	530
6	560
6	584
6	585
6	672
6	673
6	706
6	745
