# Directed graph: ./kronecker_graph_jazz_256.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 256 Edges: 2582
# FromNodeId	ToNodeId
0	0
0	1
0	2
0	10
0	11
0	19
0	20
0	27
0	29
0	33
0	42
0	64
0	67
0	69
0	71
0	80
0	81
0	97
0	101
0	117
0	130
0	131
0	132
0	135
0	145
0	146
0	160
0	164
0	167
0	194
0	197
0	198
0	205
0	210
0	224
0	240
0	253
1	0
1	2
1	8
1	9
1	16
1	19
1	30
1	35
1	38
1	42
1	46
1	53
1	64
1	67
1	69
1	74
1	76
1	83
1	84
1	105
1	113
1	128
1	130
1	131
1	132
1	149
1	161
1	162
1	166
1	167
1	182
1	196
1	202
1	209
1	212
1	226
1	229
1	236
2	10
2	16
2	21
2	26
2	30
2	38
2	41
2	44
2	45
2	60
2	80
2	95
2	112
2	123
2	131
2	136
2	144
2	148
2	154
2	166
2	170
2	180
2	188
2	192
3	0
3	3
3	4
3	8
3	16
3	21
3	32
3	36
3	38
3	53
3	66
3	82
3	84
3	91
3	96
3	122
3	125
3	128
3	134
3	161
3	191
3	192
3	208
4	0
4	2
4	5
4	6
4	12
4	33
4	39
4	48
4	68
4	81
4	104
4	112
4	113
4	124
4	128
4	132
4	133
4	135
4	138
4	140
4	162
4	166
4	176
4	192
4	194
4	210
4	218
4	242
4	249
5	4
5	5
5	12
5	14
5	33
5	81
5	132
5	137
5	165
5	181
5	195
5	224
6	0
6	2
6	3
6	7
6	15
6	22
6	23
6	26
6	72
6	76
6	84
6	90
6	96
6	97
6	104
6	136
6	144
6	145
6	153
6	160
6	170
6	200
6	213
7	8
7	16
7	18
7	19
7	24
7	49
7	50
7	68
7	81
7	85
7	97
7	104
7	116
7	132
7	148
7	156
7	233
8	1
8	4
8	14
8	16
8	20
8	28
8	32
8	38
8	41
8	44
8	47
8	48
8	49
8	51
8	60
8	65
8	67
8	69
8	84
8	99
8	104
8	132
8	140
8	146
8	158
8	164
8	176
8	192
8	200
8	224
9	2
9	3
9	4
9	6
9	27
9	28
9	29
9	32
9	34
9	35
9	36
9	80
9	81
9	98
9	140
9	170
9	173
9	208
9	217
9	232
10	1
10	2
10	8
10	20
10	21
10	32
10	33
10	36
10	39
10	47
10	48
10	61
10	65
10	69
10	83
10	120
10	128
10	155
10	161
10	183
10	200
10	222
10	247
11	4
11	5
11	20
11	32
11	34
11	37
11	41
11	84
11	96
11	105
11	165
11	201
12	0
12	1
12	5
12	13
12	16
12	17
12	22
12	26
12	32
12	65
12	68
12	73
12	80
12	91
12	96
12	125
12	129
12	133
12	134
12	138
12	155
12	165
12	193
12	197
12	210
12	254
13	1
13	59
13	67
13	68
13	72
13	82
13	85
13	89
13	95
13	192
13	208
13	233
14	0
14	1
14	4
14	16
14	38
14	69
14	96
14	110
14	121
14	132
14	137
14	205
15	6
15	8
15	9
15	32
15	67
15	74
15	92
15	97
15	113
15	128
15	129
15	144
15	161
16	3
16	6
16	13
16	16
16	20
16	24
16	25
16	32
16	36
16	39
16	45
16	68
16	71
16	80
16	104
16	128
16	130
16	141
16	148
16	168
16	179
16	202
16	206
16	224
17	6
17	12
17	18
17	29
17	48
17	64
17	72
17	74
17	81
17	82
17	85
17	113
17	129
17	132
17	133
17	137
17	152
17	182
17	201
17	212
17	224
17	238
18	5
18	7
18	19
18	32
18	33
18	41
18	64
18	66
18	72
18	96
18	109
18	129
18	130
18	150
18	160
18	168
18	180
18	226
19	11
19	38
19	49
19	81
19	82
19	141
19	170
19	211
20	4
20	5
20	8
20	15
20	18
20	20
20	21
20	22
20	25
20	34
20	48
20	97
20	98
20	120
20	122
20	136
20	158
20	162
20	163
20	164
20	192
20	194
20	226
21	2
21	4
21	26
21	65
21	96
21	217
22	2
22	8
22	11
22	12
22	16
22	26
22	32
22	41
22	42
22	59
22	64
22	104
22	112
22	141
22	145
22	160
22	164
22	196
22	235
23	4
23	16
23	32
23	33
23	34
23	57
23	75
23	82
23	106
23	128
23	140
23	149
23	220
23	228
24	5
24	24
24	33
24	38
24	45
24	50
24	78
24	87
24	104
24	137
24	162
24	198
24	199
24	235
24	244
25	17
25	36
25	41
25	52
25	77
25	80
25	90
25	96
25	108
25	127
25	128
25	129
25	211
26	5
26	6
26	64
26	65
26	68
26	86
26	96
26	132
26	150
26	160
26	179
26	192
26	193
26	194
