# Directed graph: ./kronecker_graph_jazz_2048.txt 
# Kronecker Graph: seed matrix [0.99 0.62; 0.71 0.35]
# Nodes: 2048 Edges: 49161
# FromNodeId	ToNodeId
0	1
0	2
0	5
0	12
0	14
0	15
0	17
0	24
0	31
0	33
0	38
0	40
0	44
0	46
0	66
0	69
0	72
0	78
0	88
0	92
0	102
0	104
0	112
0	116
0	129
0	138
0	152
0	156
0	165
0	183
0	184
0	185
0	195
0	196
0	198
0	202
0	204
0	210
0	229
0	232
0	256
0	257
0	270
0	273
0	277
0	280
0	289
0	309
0	320
0	338
0	352
0	368
0	372
0	387
0	398
0	425
0	443
0	450
0	458
0	484
0	487
0	516
0	524
0	528
0	529
0	554
0	592
0	607
0	624
0	626
0	643
0	667
0	671
0	676
0	706
0	735
0	749
0	751
0	762
0	763
0	768
0	770
0	777
0	778
0	780
0	790
0	797
0	867
0	898
0	908
0	928
0	936
0	953
0	966
0	968
0	1024
0	1025
0	1027
0	1028
0	1031
0	1041
0	1042
0	1044
0	1052
0	1058
0	1059
0	1066
0	1074
0	1085
0	1089
0	1097
0	1112
0	1120
0	1128
0	1152
0	1184
0	1188
0	1195
0	1208
0	1211
0	1216
0	1237
0	1249
0	1257
0	1274
0	1281
0	1282
0	1285
0	1288
0	1289
0	1296
0	1313
0	1315
0	1316
0	1336
0	1346
0	1356
0	1385
0	1410
0	1459
0	1481
0	1485
0	1528
0	1537
0	1538
0	1539
0	1547
0	1566
0	1567
0	1569
0	1578
0	1580
0	1673
0	1692
0	1703
0	1705
0	1731
0	1732
0	1736
0	1762
0	1793
0	1796
0	1798
0	1831
0	1846
0	1856
0	1862
0	1884
0	1914
0	1960
0	2000
1	5
1	6
1	8
1	10
1	27
1	35
1	39
1	40
1	43
1	69
1	80
1	84
1	90
1	96
1	97
1	106
1	130
1	134
1	137
1	152
1	164
1	203
1	212
1	232
1	247
1	260
1	262
1	266
1	269
1	321
1	353
1	370
1	378
1	388
1	390
1	416
1	418
1	420
1	445
1	448
1	491
1	497
1	500
1	512
1	514
1	516
1	521
1	522
1	527
1	552
1	554
1	560
1	604
1	616
1	617
1	643
1	657
1	668
1	674
1	676
1	740
1	796
1	797
1	855
1	873
1	900
1	968
1	974
1	1016
1	1032
1	1043
1	1048
1	1065
1	1072
1	1114
1	1125
1	1129
1	1131
1	1153
1	1154
1	1168
1	1194
1	1200
1	1230
1	1248
1	1249
1	1278
1	1287
1	1294
1	1299
1	1304
1	1351
1	1364
1	1371
1	1382
1	1385
1	1386
1	1409
1	1411
1	1425
1	1437
1	1442
1	1525
1	1574
1	1600
1	1610
1	1648
1	1688
1	1695
1	1730
1	1797
1	1800
1	1801
1	1804
1	1858
1	1898
1	1932
1	1993
2	2
2	4
2	16
2	17
2	24
2	25
2	28
2	40
2	56
2	64
2	72
2	75
2	89
2	96
2	144
2	164
2	168
2	193
2	259
2	264
2	285
2	288
2	289
2	292
2	326
2	329
2	335
2	338
2	345
2	349
2	360
2	385
2	386
2	387
2	392
2	407
2	442
2	472
2	480
2	496
2	501
2	516
2	520
2	521
2	524
2	528
2	531
2	548
2	574
2	580
2	588
2	594
2	608
2	618
2	620
2	624
2	627
2	678
2	680
2	709
2	772
2	774
2	776
2	800
2	801
2	802
2	813
2	838
2	897
2	905
2	957
2	975
2	1033
2	1035
2	1038
2	1046
2	1057
2	1063
2	1073
2	1075
2	1089
2	1092
2	1112
2	1128
2	1153
2	1155
2	1159
2	1168
2	1170
2	1172
2	1173
2	1184
2	1198
2	1216
2	1248
2	1265
2	1283
2	1292
2	1315
2	1347
2	1348
2	1349
2	1356
2	1410
2	1516
2	1557
2	1621
2	1704
2	1705
2	1784
2	1794
2	1821
2	1856
2	2022
3	0
3	8
3	22
3	40
3	48
3	56
3	64
3	68
3	72
3	83
3	140
3	149
3	171
3	172
3	175
3	180
3	190
3	194
3	288
3	289
3	310
3	377
3	378
3	388
3	390
3	403
3	404
3	408
3	456
3	513
3	514
3	515
3	524
3	531
3	537
3	560
3	628
3	641
3	659
3	696
3	783
3	808
3	829
3	836
3	1025
3	1048
3	1058
3	1153
3	1176
3	1181
3	1218
3	1254
3	1296
3	1302
3	1308
3	1316
3	1317
3	1341
3	1345
3	1361
3	1377
3	1434
3	1492
3	1526
3	1568
3	1584
3	1653
3	1668
3	1676
3	1680
3	1684
3	1796
3	1816
3	1822
3	1867
3	1928
3	1985
4	1
4	2
4	10
4	12
4	16
4	27
4	35
4	38
4	51
4	64
4	66
4	69
4	88
4	94
4	97
4	101
4	127
4	140
4	145
4	165
4	184
4	200
4	249
4	250
4	264
4	275
4	290
4	304
4	305
4	320
4	328
4	330
4	332
4	366
4	369
4	379
4	385
4	408
4	413
4	418
4	420
4	432
4	444
4	450
4	452
4	472
4	473
4	512
4	518
4	529
4	544
4	546
4	557
4	562
4	565
4	596
4	604
4	643
4	648
4	706
4	720
4	752
4	768
4	780
4	801
4	821
4	824
4	834
4	844
4	856
4	882
4	921
4	938
4	960
4	976
4	980
4	1024
4	1025
4	1028
4	1036
4	1044
4	1066
4	1079
4	1120
4	1121
4	1122
4	1152
4	1164
4	1168
4	1186
4	1213
4	1233
4	1242
4	1248
4	1257
4	1265
4	1299
4	1312
4	1328
4	1389
4	1442
4	1538
4	1544
4	1570
4	1593
4	1604
4	1616
4	1691
4	1697
4	1735
4	1764
4	1792
4	1836
4	1859
4	1864
4	1867
4	1890
4	1892
4	1949
4	1952
4	1953
4	1986
4	2023
5	0
5	1
5	6
5	10
5	18
5	31
5	49
5	52
5	74
5	80
5	107
5	128
5	134
5	188
5	202
5	234
5	237
5	276
5	287
5	355
5	377
5	378
5	387
5	453
5	512
5	514
5	546
5	552
5	555
5	600
5	618
5	687
5	769
5	839
5	933
5	1026
5	1027
5	1088
5	1111
5	1112
5	1120
5	1142
5	1160
5	1170
5	1184
5	1191
5	1202
5	1236
5	1284
5	1312
5	1351
5	1372
5	1385
5	1392
5	1444
5	1538
5	1553
5	1589
5	1604
5	1621
5	1681
5	1697
5	1787
5	1848
5	1872
5	1876
5	1922
5	1955
6	3
6	18
6	22
6	35
6	61
6	105
6	113
6	168
6	187
6	193
6	201
6	258
6	280
6	300
6	320
6	323
6	336
6	345
6	346
6	352
6	358
6	416
6	432
6	455
6	463
6	497
6	520
6	534
6	554
6	576
6	592
6	596
6	609
6	610
6	651
6	656
6	665
6	687
6	736
6	782
6	787
6	807
6	914
6	940
6	962
6	965
6	1026
6	1036
6	1045
6	1060
6	1090
6	1091
6	1105
6	1107
6	1155
6	1160
6	1255
6	1265
6	1281
6	1294
6	1369
6	1373
6	1407
6	1414
6	1426
6	1432
6	1440
6	1506
6	1568
6	1612
6	1613
6	1632
6	1636
6	1665
6	1680
6	1793
6	1816
6	1854
6	1892
6	1926
6	1943
6	2011
7	2
7	13
7	18
7	20
7	24
7	25
7	32
7	112
7	129
7	144
7	216
7	240
7	280
7	285
7	316
7	348
7	367
7	372
7	395
7	408
