# Directed graph: ./../../../kronecker_graph_dolphins_64.txt 
# Kronecker Graph: seed matrix [0.9284 0.5276; 0.5233 0.0759]
# Nodes: 64 Edges: 75
# FromNodeId	ToNodeId
0	2
0	7
0	10
0	12
0	16
0	34
0	35
0	43
0	49
0	58
1	0
1	24
1	30
1	32
1	42
1	48
1	49
1	50
1	59
2	32
2	33
2	45
2	57
3	24
4	4
7	40
7	57
8	5
10	2
12	4
12	16
13	0
13	32
16	9
16	11
16	15
16	23
16	48
17	24
17	32
17	36
18	12
18	40
20	32
20	40
24	1
24	4
25	8
25	32
26	33
26	36
28	32
29	2
30	36
32	5
32	16
33	0
33	24
34	24
36	21
37	2
38	10
39	0
39	56
41	7
41	49
42	0
48	3
48	4
48	11
48	56
52	1
52	8
58	1
58	5
