# Directed graph: ./../../../kronecker_graph_dolphins_128.txt 
# Kronecker Graph: seed matrix [0.9284 0.5276; 0.5233 0.0759]
# Nodes: 128 Edges: 154
# FromNodeId	ToNodeId
0	0
0	1
0	2
0	9
0	24
0	32
0	64
0	100
0	104
0	115
0	116
1	12
1	25
1	32
1	50
1	90
2	1
2	4
2	28
2	102
2	106
3	8
3	26
3	56
4	25
4	32
4	40
4	42
4	69
4	73
5	17
5	62
6	0
6	35
6	40
7	0
7	32
8	2
8	8
8	17
8	33
8	36
8	68
8	80
9	6
9	64
9	76
9	84
10	49
10	65
11	0
12	64
12	66
13	24
14	32
14	84
16	2
16	3
16	32
16	34
16	69
16	71
17	0
18	0
18	34
20	2
20	63
20	72
21	30
21	58
24	5
24	6
24	48
24	64
24	101
25	2
25	16
25	68
28	89
32	1
32	2
32	4
32	8
32	20
32	66
32	89
33	0
33	20
34	8
35	40
36	1
36	17
37	100
39	32
40	19
43	80
44	3
48	66
52	12
53	72
54	8
54	74
56	66
56	68
58	38
64	2
64	19
64	25
64	36
64	59
64	72
65	6
65	40
65	67
66	1
66	33
67	28
68	50
69	2
69	6
70	33
71	0
72	0
72	26
76	1
76	20
80	1
80	12
81	33
82	64
84	0
84	1
84	10
86	12
86	48
90	11
90	33
92	49
93	2
96	3
96	6
96	17
96	54
97	16
98	0
98	1
100	80
104	98
108	1
108	2
108	5
116	5
116	7
122	72
