# Directed graph: ./../../../kronecker_graph_dolphins_8192.txt 
# Kronecker Graph: seed matrix [0.9284 0.5276; 0.5233 0.0759]
# Nodes: 8192 Edges: 11670
# FromNodeId	ToNodeId
0	6
0	19
0	33
0	52
0	128
0	132
0	166
0	265
0	304
0	322
0	333
0	373
0	392
0	451
0	496
0	545
0	564
0	567
0	602
0	605
0	608
0	617
0	656
0	705
0	777
0	784
0	853
0	903
0	906
0	908
0	921
0	1064
0	1097
0	1123
0	1131
0	1134
0	1290
0	1324
0	1361
0	1377
0	1443
0	1537
0	1814
0	1856
0	2052
0	2054
0	2068
0	2083
0	2085
0	2091
0	2092
0	2113
0	2119
0	2121
0	2125
0	2188
0	2190
0	2192
0	2200
0	2218
0	2240
0	2273
0	2297
0	2319
0	2416
0	2432
0	2538
0	2624
0	2626
0	2676
0	2739
0	2754
0	2832
0	3096
0	3181
0	3290
0	3390
0	3584
0	3852
0	3904
0	4081
0	4131
0	4234
0	4257
0	4291
0	4357
0	4374
0	4424
0	4448
0	4608
0	4628
0	4648
0	4747
0	4771
0	4824
0	4870
0	5047
0	5120
0	5178
0	5186
0	5216
0	5314
0	5396
0	5408
0	5409
0	5646
0	5674
0	6144
0	6160
0	6171
0	6209
0	6271
0	6276
0	6288
0	6435
0	6436
0	6566
0	6658
0	6738
0	6835
0	6929
0	6946
0	6960
0	7064
0	7224
0	7252
0	7257
0	7318
0	7461
0	7900
0	8020
0	8128
1	4
1	72
1	106
1	138
1	160
1	196
1	258
1	332
1	352
1	384
1	426
1	444
1	456
1	542
1	576
1	602
1	948
1	1098
1	1250
1	1603
1	1604
1	1696
1	1698
1	1784
1	1944
1	2018
1	2056
1	2072
1	2082
1	2120
1	2252
1	2838
1	3113
1	3120
1	3216
1	3276
1	3376
1	3394
1	3637
1	4008
1	4096
1	4114
1	4138
1	4175
1	4180
1	4226
1	4642
1	4672
1	4848
1	5248
1	5276
1	5876
1	6416
1	6432
1	6528
1	6672
1	6730
1	7786
2	32
2	41
2	162
2	172
2	257
2	294
2	387
2	542
2	580
2	650
2	865
2	1025
2	1056
2	1057
2	1089
2	1136
2	1241
2	1388
2	1482
2	1558
2	1648
2	1657
2	2117
2	2196
2	2260
2	2343
2	2368
2	2376
2	2644
2	2673
2	2857
2	2885
2	3077
2	3111
2	4611
2	5253
2	5296
2	5307
2	5317
2	5321
2	5332
2	5452
2	5634
2	6128
2	6152
2	6160
2	6196
2	6200
2	6668
2	7232
2	7271
2	7305
3	8
3	24
3	40
3	177
3	294
3	313
3	352
3	1192
3	1574
3	1760
3	2196
3	2232
3	2320
3	2384
3	4868
3	5008
3	5384
3	5888
3	6036
3	6416
3	7400
3	7432
3	8000
3	8070
4	66
4	143
4	166
4	256
4	344
4	356
4	400
4	520
4	528
4	672
4	736
4	738
4	804
4	826
4	840
4	928
4	1038
4	1064
4	1116
4	1226
4	1289
4	1313
4	1328
4	1596
4	1715
4	1857
4	2148
4	2321
4	2594
4	3144
4	3593
4	3701
4	4096
4	4135
4	4164
4	4227
4	4274
4	4488
4	4640
4	4793
4	5173
4	5262
