# Directed graph: ./../../../kronecker_graph_dolphins_512.txt 
# Kronecker Graph: seed matrix [0.9284 0.5276; 0.5233 0.0759]
# Nodes: 512 Edges: 654
# FromNodeId	ToNodeId
0	0
0	12
0	16
0	41
0	44
0	57
0	72
0	85
0	90
0	99
0	111
0	122
0	128
0	132
0	144
0	149
0	178
0	206
0	224
0	260
0	267
0	296
0	354
0	369
0	390
0	425
0	448
0	463
0	498
1	52
1	128
1	160
1	224
1	240
1	260
1	268
1	272
1	292
1	344
1	352
1	398
1	416
2	36
2	88
2	137
2	144
2	196
2	275
2	313
2	377
2	401
3	0
3	40
3	416
4	8
4	138
4	148
4	169
4	176
4	208
4	330
4	392
4	457
5	10
5	204
5	340
6	96
7	136
7	160
7	432
8	2
8	24
8	50
8	116
8	129
8	147
8	256
8	294
8	338
8	360
8	498
9	46
9	128
9	304
9	324
10	16
10	85
10	148
10	193
10	261
11	4
11	276
12	0
12	81
12	128
12	176
12	258
12	277
13	5
13	32
13	128
13	322
14	80
14	259
15	2
16	0
16	3
16	34
16	65
16	88
16	96
16	120
16	157
16	164
16	194
16	201
16	256
16	257
16	370
16	388
16	412
17	10
17	32
17	48
17	49
17	74
17	232
17	265
17	362
18	1
18	8
18	20
18	256
18	296
18	324
18	416
19	0
19	106
19	162
19	228
19	264
19	480
20	40
20	96
20	193
20	422
21	72
21	320
22	33
22	461
22	464
23	74
24	1
24	8
24	21
24	70
24	128
24	160
25	4
25	40
25	76
25	98
26	4
26	64
26	129
26	164
27	4
28	22
28	130
29	65
30	96
30	134
31	0
32	3
32	10
32	22
32	67
32	73
32	82
32	144
32	152
32	320
32	321
32	410
32	422
33	72
33	129
33	136
33	256
33	329
33	330
33	454
34	1
34	111
34	220
34	321
34	344
34	388
35	246
36	0
36	72
36	128
36	144
36	152
36	257
36	258
36	338
36	449
37	11
37	384
37	386
38	112
38	264
39	233
40	18
40	21
40	32
41	338
42	65
43	16
44	0
44	1
44	81
44	131
44	290
45	76
48	137
48	320
49	0
49	14
49	192
49	226
50	256
50	324
51	128
52	43
52	64
52	201
52	209
52	264
52	449
56	22
56	260
57	130
60	0
62	128
64	3
64	18
64	24
64	33
64	34
64	44
64	268
64	288
64	300
64	315
64	434
64	454
65	14
65	58
66	0
66	133
66	137
66	184
66	272
66	312
67	405
68	9
68	41
68	96
68	98
68	111
68	184
68	226
68	434
68	466
70	8
70	76
70	256
70	452
71	8
72	260
73	130
73	142
74	1
74	49
74	136
74	180
74	288
74	448
75	260
76	2
78	303
80	14
80	160
80	276
80	426
80	444
81	0
81	6
82	32
82	40
82	161
82	273
83	0
83	40
84	12
84	40
84	128
84	136
84	267
87	385
88	336
91	34
92	388
96	23
96	30
96	65
96	132
96	408
98	8
98	154
99	13
99	152
100	89
100	257
100	440
102	129
102	145
104	10
104	256
105	0
106	4
106	322
107	20
110	272
112	136
112	332
113	138
113	258
116	285
125	130
128	5
128	20
128	27
128	53
128	68
128	80
128	94
128	278
128	325
128	328
129	14
129	44
129	66
129	96
130	21
130	33
130	44
130	81
130	344
131	184
132	33
133	72
133	282
133	354
134	17
135	80
135	297
136	22
136	32
136	83
136	255
136	301
138	0
138	4
138	49
138	256
139	257
140	1
141	464
144	0
144	299
144	329
145	28
146	329
146	424
147	0
151	321
152	197
153	4
153	100
154	194
156	67
156	74
156	97
156	115
156	194
157	96
160	1
160	64
160	200
160	277
160	281
161	3
161	66
162	8
162	12
163	256
164	82
165	320
166	0
168	1
168	16
168	25
168	38
168	320
169	272
170	4
170	372
176	0
180	129
181	4
182	8
182	384
183	40
185	261
192	0
192	1
192	2
192	3
192	65
192	272
192	276
192	278
192	289
193	26
194	4
194	48
196	3
196	42
196	96
197	40
199	280
200	34
200	139
202	16
202	386
202	433
208	32
210	8
210	12
211	32
212	32
216	288
226	5
232	20
234	16
236	18
236	170
238	17
240	8
240	266
242	256
242	320
248	3
256	2
256	8
256	23
256	34
256	50
256	89
256	118
256	130
256	138
256	230
256	352
257	0
257	70
257	168
257	275
258	37
258	68
258	69
258	148
258	157
258	161
258	395
259	28
259	36
259	90
259	152
259	164
259	192
260	66
260	88
260	120
260	137
261	17
262	132
262	160
263	184
264	0
264	2
264	12
264	34
264	88
265	22
265	70
266	0
268	113
269	16
271	98
272	42
272	170
272	192
273	33
273	128
273	170
274	32
274	488
277	2
278	138
279	48
279	192
280	129
282	96
282	160
284	32
284	85
288	0
288	5
288	17
288	25
288	66
288	132
288	188
288	256
288	264
289	136
289	262
290	264
291	136
291	196
295	128
296	0
296	74
296	151
296	208
296	255
296	258
299	132
299	140
300	2
304	0
304	8
304	64
304	194
307	192
310	136
310	305
312	0
315	7
315	192
320	20
320	45
320	46
320	62
320	65
320	96
320	148
320	160
320	182
320	411
320	416
321	132
322	25
322	36
322	301
322	418
324	9
324	12
324	35
326	136
328	164
328	212
329	128
329	132
331	192
333	0
333	144
336	1
337	16
338	396
341	170
346	44
346	133
348	1
349	32
355	0
357	146
360	0
360	131
365	208
368	8
384	24
384	45
384	72
384	288
385	32
385	128
385	290
386	0
386	10
387	8
387	88
388	65
388	100
390	177
392	3
392	7
392	69
394	0
395	4
397	48
400	8
400	64
400	168
400	269
403	64
404	1
405	27
410	69
412	32
416	133
418	24
418	30
418	80
425	32
429	48
432	8
436	64
449	48
450	20
451	144
453	34
456	6
456	70
480	6
480	190
481	266
482	0
483	0
487	20
